business_id,rating,longitude,latitude,Address
oukyW9ohk2ZFMHb8DEtcIA,4.0,-73.6769777,42.7749991,572 Second AveLansingburgh, NY 12182
sfte25wDiqfOgvwPw4KtVA,3.0,-122.1610427,37.4402229,795 El Camino RealPalo Alto, CA 94301
0Z2RFiSWwHIANWOR_jorrg,5.0,-118.291534,34.032746,Adams Blvd. and Vermont Blvd.South Los AngelesLos Angeles, CA 90007
JyAOqc6HXbcVMcolZNhu6w,5.0,-118.1288091,34.1445593,1030 E Green StSte 107PasadenaPasadena, CA 91106
JZXLgxJLKd9T-R6hrJhRZg,4.5,-88.208652,40.111959,114 S. Race StUrbana, IL 61801
Bh2rUyCB7zN6THcTWAo0Jg,3.5,-122.1585402,37.4382353,855 El Camino RealSte 34Palo Alto, CA 94301
x63PfbaMeUqEoxFLM69GyQ,3.5,-86.8998518,40.4220221,360 Brown StWest Lafayette, IN 47906
JXi-JdaceBauFdQ2t0x5PQ,4.0,-122.161143,37.44018,Palo Alto Medical Foundation795 El Camino RealPalo Alto, CA 94301
Hr51ZTL70WFVCEEWcI2YLA,4.5,-74.617043,40.374894,4621 Rt 27Kingston, NJ 08528
spuBsfi1HgngM2DllCMMWQ,3.5,-117.709708,34.099723,170 E 6th StSte 128Claremont, CA 91711
9GCuUQec-Ugxh_dXSMPbfQ,1.5,-76.48499,42.483011,2309 N Triphammer RdIthaca, NY 14850
Xc9S5SEcXwFpQ2AB07r8Lg,5.0,-71.1238,42.3739,22 Hilliard StHarvard SquareCambridge, MA 02138
LxlPT0fR0hOOJ4dkViFgEw,5.0,-122.1610427,37.4402229,795 El Camino RealPalo Alto, CA 94301
nFlan4SKCDk8Zi-Va0HmpQ,3.5,-86.9017583,40.4210746,348 E State StWest Lafayette, IN 47906
pYHfpcZQa5wNCXxcjIAyGQ,4.5,-118.436315,34.062979,Keller Willams Real Estate10880 Wilshire Blvd,Ste 122WestwoodLos Angeles, CA 90024
T2F7YtQU0Kyg53vjIkk2fA,5.0,-122.161179,37.440111,795 El Camino RealPalo Alto, CA 94301
970s01xAU8Yv-lAQaBXvNA,4.5,-71.0863864,42.3613957,25 Carleton StKendall Square/MITCambridge, MA 02142
PsE1SR-WuUF6-SBlK6GI6g,4.5,-118.281574,34.031077,909 W Adams BlvdSouth Los AngelesLos Angeles, CA 90007
9PQDm1GGAAN1ko03DtGtrA,3.0,-118.4509313,34.0750747,330 De Neve DrWestwoodLos Angeles, CA 90024
-slxxzaq_vWyMcQjeY9w1g,4.0,-74.66952,40.36746,Forrestal Village110B Rocking Ham RowPrinceton, NJ 08540
vWXMwnNy1TUAc4-IuFoE1g,3.5,-76.508533,42.4289739,748 S Meadow StIthaca, NY 14850
J6S1cCEfQCZgR44OugpU4Q,5.0,-120.6575848,35.282467,1171 Toro StSte CSan Luis Obispo, CA 93401
_9RMPeb6IdK3EhEHW3e48Q,2.5,-122.313097,47.6584099,4200 University Way NEUniversity DistrictSeattle, WA 98105
8O-CfRvRWmhdSnrjVeXerA,4.0,-122.158922,37.438491,65 Town & Country VillagePalo Alto, CA 94301
HWhf9Q-rj6YR1tRRBOjuhw,3.5,-83.7407970428,42.2796584494,215 S State StDowntown Ann ArborAnn Arbor, MI 48104
vfat4AeWHMgamDTeM9xS2A,3.0,-71.1209004,42.3722616,92 Winthrop StHarvard SquareCambridge, MA 02138
7ELKjUQFVpv5qCjaFiEO3g,1.5,-71.0938,42.3663,216 BroadwayKendall Square/MITCambridge, MA 02139
KVAacSMfpR9Me-2bJPQNVw,3.0,-73.689333,42.730978,71 4th StTroy, NY 12180
qF4ARexOlkLSgYBogjzy-Q,3.5,-76.937609,38.979909,7313F Baltimore AveCollege Park, MD 20740
V0Qqc0uHXvcN3PCxTawGMQ,2.5,-118.1322531,34.1413756,256 S Lake AvePasadenaPasadena, CA 91101
AGEqJiLFq_cJzHfvtweoOw,3.0,-122.2592213,37.868148,2332 Telegraph AvenueTelegraph AveBerkeley, CA 94704
rP90TP7gOMzBFTrKWEEsOw,4.0,-84.386039,33.778904,40 7th St NEMidtownAtlanta, GA 30308
jEa4sx3L0xu9z_egOpycDA,2.5,-79.0322671,35.909763,1210 Raleigh RdChapel Hill, NC 27517
HW3VMO1ejK0j1mPwBvOFBQ,2.5,-86.9018385,40.4211054,332 E State StWest Lafayette, IN 47906
nlsuNv2HSfHZ-IMpf42KwA,4.5,-118.4452352,34.0612791,1062 Westwood BlvdWestwoodWestwood Village, CA 90024
cRXQBgMaOvVennr6QkILhQ,3.5,-122.259120941,37.8683490331,2556 Telegraph AveUnit 14Telegraph AveBerkeley, CA 94704
IPpTt6Vzg5SCNVFaKPT0lg,4.5,-88.2256708,40.1127798,1301 W Springfield AveUrbana, IL 61801
xsciMH9Wvl6o3sUdCsz8gw,3.5,-71.4000648,41.8193377,166 Wickenden StFox PointProvidence, RI 02903
i1_mJvrqrro8PYotJ4NW4g,4.0,-79.0339618,35.8972884,1000 Laurel Hill RdChapel Hill, NC 27517
6mZT48b5f2sUwUuzrhiEMg,4.0,-74.650554657,40.4045669792,Village Shopper1330 Rt 206Skillman, NJ 08558
jVMA-G_r7o8UE9ApQml2lA,5.0,-122.2567822,37.8689555,2600 Bancroft WayTelegraph AveBerkeley, CA 94704
gE8pV2pKW00yMpxrueKJaA,4.5,-95.3913819,29.730359,4720 Montrose BlvdMuseum DistrictHouston, TX 77006
QtXP6bCfwJEvLoHjJb7mSg,5.0,-72.58528,42.3797104,181 River DrHadley, MA 01035
64GjqVt5PVXfzKezzKonHg,2.5,-76.9252041,39.0216509,10250 Baltimore Ave Ste ECollege Park, MD 20740
TCUHRuAtuywrmF9YVF-uFw,5.0,-75.1953934,39.9583587,Powelton VillagePhiladelphia, PA 19104
QbtNPawuMu7UIfRAfhGJpA,3.5,-71.119172,42.3728989,21 Dunster StHarvard SquareCambridge, MA 02138
f_y0wlUALp8O95b3sKk7mQ,2.5,-122.170656,37.424096,459 Lagunita DrStanford, CA 94305
pcTwC4zpNfAVGF5R0brRug,3.5,-84.3856915,33.7676956,550 Peachtree Street NEDowntownAtlanta, GA 30308
5u65CsgFJyB1ry1ehOWP2w,2.5,-118.2737581,34.0327627,2025 S Figueroa StSouth Los AngelesLos Angeles, CA 90007
NzB-ngzDSKU8zq4v23Cy-A,3.5,-74.6610929,40.316565,100 Canal Pointe BlvdSte 116Princeton, NJ 08540
gxMX5XA8dB3-sTpfmXb8rg,3.5,-118.2816041,34.0171424,3742 S Flower StSouth Los AngelesLos Angeles, CA 90007
Me50d-R1O6lfn1E7iS2hzQ,4.0,-95.415009,29.70597,2413 W Holcombe BlvdWest UniversityHouston, TX 77030
7GCIugiVM_q3qBRhhhs9Mg,4.5,-118.1308602,34.1463721,16 N Mentor AvePasadenaPasadena, CA 91106
oVSsRjZlXHtOxRE6VsFSOw,3.5,-79.9320173264,40.4518865332,5601 Walnut StShadysidePittsburgh, PA 15232
z50FVnW-Lcevj8z2KZQ_gw,4.0,-88.2304104,40.1102758,701 S 6th StChampaign, IL 61820
I0hERK_JAdL_JBiu1MEkiA,3.0,-117.249398232,32.8897140812,2800 Torrey Pines Scenic DrLa Jolla ShoresLa Jolla, CA 92037
tzhQ0sqMmvupF9LpaajH2g,5.0,-71.121154,42.373193,1 Brattle SqHarvard SquareCambridge, MA 02138
gmGp0R8_Hf_zJzS5VL6kyQ,5.0,-75.190043,39.95255,S 33rd St and Walnut StUniversity CityPhiladelphia, PA 19104
yNgvpaf6qoUK1t34OLI9fw,3.0,-76.9106389,39.0107808,5717 Greenbelt Metro DrCollege Park, MD 20740
dYCZYVgTg6FqWnblFi0nYA,2.0,-118.2776104,34.0256469,2904 S Figueroa StSouth Los AngelesLos Angeles, CA 90007
nzA2j-f-W5bRiGYkhmLvGw,5.0,-118.447997,34.062827,950  Gayley AveWestwoodLos Angeles, CA 90024
avArfGP2kHd0gctgP02MeA,5.0,-118.121852,34.146524,1365 E Colorado BlvdPasadenaPasadena, CA 91106
5fHRx5_Zi6CJM0MFlOvH1g,4.0,-118.2755172,34.0286326,2536 S Figueroa StSouth Los AngelesLos Angeles, CA 90007
AeH9mqarMaNHIwRywcTXmA,2.5,-71.1190057,42.3735076,Harvard Square Eye Care19 Dunster StHarvard SquareCambridge, MA 02138
XZ5zgtWMhNfYobHCEEVd3Q,2.0,-75.1939455,39.9561457,3550 Market StPowelton VillagePhiladelphia, PA 19104
bhKu3b1G7a_m8F_JfapZnA,3.5,-71.1029054,42.3649209,Prana Power Yoga585 Mass Ave, 2nd FlCentral SquareCambridge, MA 02139
kYVx-v_e50aa_lHt5HflhQ,3.0,-118.4453062,34.0631704,919 Westwood BlvdWestwoodLos Angeles, CA 90024
6gESOYIgGbWT1oa7zRYT_w,4.0,-117.234028,32.8770601,Rimac Annex9500 Gilman DrSan Diego, CA 92093
TCjOnOepk9KNXlPMHI9BLA,5.0,-122.1585402,37.4382353,855 El Camino RealPalo Alto, CA 94301
og5m2JpGNomazyDf1ZBaMQ,5.0,-83.7460327148,42.2844210357,Kerrytown Ann ArborAnn Arbor, MI 48108
26_GR9WMRMB-15yMh8WYrw,3.5,-118.435567,34.08132,100 Bel Air RdLos Angeles, CA 90077
nSUn-EHKm5dNixSB8AwiRg,3.0,-117.2316823,32.8694515,8855 Villa La Jolla DrLa Jolla, CA 92037
OdRx4ieW-3E2Brv3MxfjYg,4.0,-71.4084338,41.8172148,75 South StDownCityProvidence, RI 02903
8BUVhDF9yLzzthhFxeceYA,3.5,-88.2407279,40.1127011,40 E Springfield AveChampaign, IL 61820
SsyAebZ3bsUYoll4W_JgqA,5.0,-84.3974235,33.7648325,434 Marietta St NWAtlanta, GA 30313
4iTRjN_uAdAb7_YZDVHJdg,5.0,-122.1610427,37.4402229,795 El Camino RealPalo Alto, CA 94301
30NEUloPHCKf7zeMim4NhA,4.5,-79.0471029282,35.9110899384,208 Raleigh St, CBSte 391Chapel Hill, NC 27514
2e5Q-0Pr23NFEhgpYG8cFw,3.5,-88.227253,40.109243,1401 W Green StUrbana, IL 61801
of-jKY4l-Sf2zvDVErNvZQ,3.0,-76.9302092,39.0159588,4720 Cherry Hill RdCollege Park, MD 20740
t2Yx45_ShO72LCFQnzHpow,5.0,-117.22631,32.882894,9850 Genesee AveSte 300La Jolla, CA 92037
3jNcpoasden7MgaN9nPr3A,4.5,-122.3129501,47.6648192,1403 NE 50th StUniversity DistrictSeattle, WA 98105
JkAmtVX7OhCY2b9Fu6Hskw,3.0,-72.5198841,42.3771563,25 N Pleasant StAmherst, MA 01002
rKMPry_7sf-OlRkI8T8NRw,3.5,-72.5727623,42.3469546,235 Russell StHadley, MA 01035
-GbYb_52q26daCmvAXDsRA,4.5,-97.744935,30.282848,1901 Rio Grande StWest CampusAustin, TX 78705
QxiEo0oS1MyBrr0vWlMqyg,5.0,-80.4203,37.1581,2130 N Franklin StChristiansburg, VA 24073
WNn8UfSVYrfksEJSjTciZw,2.5,-88.2049898,40.1132792,114 N Vine StUrbana, IL 61802
nvd_6PF7AggAgQeme2E3Pg,3.5,-76.518546,42.421903,374 Elmira RdIthaca, NY 14850
YkfO27_LBJ1oMpq1Lx-hpw,5.0,-95.419143,29.725224,2607 Bissonnet StWest UniversityHouston, TX 77005
ERRowW4pGO6pK9sVYyA1nQ,4.0,-122.2584562,37.8650499,2502 Telegraph AveTelegraph AveBerkeley, CA 94704
LfHXmKTea4GZpXIcJy50lA,5.0,-76.4978563,42.4395776,140 E State StIthaca, NY 14850
M0LsQjjRK9kZGtpl5LFIYg,5.0,-118.128472,34.1445792,1059 East Green StreetPasadenaPasadena, CA 91106
fkxx4IkbS9MiHXmis_xOHA,3.0,-71.1097335,42.3736158,100 Cambridgeside Place OfcHarvard SquareCambridge, MA 02141
_9_aqbw4ak8qFskzxHxrpQ,4.0,-75.203551,39.9515529,4008 Spruce StUniversity CityPhiladelphia, PA 19104
hSDRGgXGuX2BtgaIi7qm2w,3.5,-80.4342,37.2337,801 University City Blvd Ste 15Blacksburg, VA 24060
9GvZlVWZVVGKNMm70oeDcg,4.5,-122.3131086,47.6580931,4140 University Way NEUniversity DistrictSeattle, WA 98105
KzftOY3nG0OXXeMac8jcHw,2.5,-122.1584255,37.4381766,855 El Camino RealSte 36Palo Alto, CA 94301
vnMkIv4KNMUoXwtb4ljezA,4.0,-75.1953934,39.9583587,Houston Hall3417 Spruce StPowelton VillagePhiladelphia, PA 19104
ggjWK5GsZQyUmGNoZaqMFQ,3.0,-72.5191493,42.3758663,50 Main StAmherst, MA 01002
qT2GTTwIdqLMLNq7p-oL7g,5.0,-76.9877611,38.9891291,7900 New Hampshire AveHyattsville, MD 20783
ccOfZIZOwJM6o3t-Jbw-jA,2.5,-86.858009,40.401518,3338 Main StLafayette, IN 47905
kMpCPgWXE2EYOtzMDxVHYw,2.0,-88.2433829,40.1164204,2000 N Neil StMarket Place MallChampaign, IL 61820
UkHcGDxoCqo2GLcRnU7Q3A,3.5,-86.893917,40.4192137,312 Main StLafayette, IN 47901
Zq_fVOoy27cdkKO_CcP8eg,4.5,-83.7415776,42.2783584,11 Nickels ArcadeDowntown Ann ArborAnn Arbor, MI 48104
VeiGa7h8p1I2yAIfgZjgtw,3.5,-122.173119,37.441397,393 Stanford Shopping CtrPalo Alto, CA 94304
nH15aqW7-fUp-z9VnssVhQ,3.5,-118.1321938,34.136843,524 S Lake AvePasadenaPasadena, CA 91101
SZHJsSqbIpURYPXtKkrF7g,3.5,-118.446024,34.0607789,1091 Broxton AveWestwoodLos Angeles, CA 90024
ahsTGfePUyahRDUqcfue7w,3.5,-120.663834,35.281429,815 Palm StSan Luis Obispo, CA 93403
w9dsNR2ZGM2kaN_F2WQNag,3.0,-83.7357875,42.274591,615 E University AveSouth University Ann ArborAnn Arbor, MI 48109
jV4YhWug_ev8Fd00SieqxA,5.0,-79.0756984,35.9102538,203 W Main StCarrboro, NC 27510
_7CLb8wr3ZqJsD8w3nQsOw,5.0,-72.521176,42.380928,300 N Pleasant StAmherst, MA 01002
9cQBXkPlIrVrJ5vj_MUh8w,3.0,-79.0543881,35.9136871,145 E Franklin StChapel Hill, NC 27514
kRPp_jw4BsJJLJvT8Pj1pQ,4.0,-118.2757665,34.0360976,777 W Washington BlvdCentral StationSouth Los AngelesLos Angeles, CA 90007
YQ2yr3OGQZQQM9kjzAlZjg,1.5,-122.2590843,37.8685345,2305 Telegraph AveTelegraph AveBerkeley, CA 94704
RRhs5J2fqDcLMFaldkSq-w,4.0,-118.307941,34.025078,1748 West Jefferson BlvdSouth Los AngelesLos Angeles, CA 90018
Qzb72EJsUwwpxXOMx_DOYA,3.0,-83.7344659,42.2751009,1201 S University AveAnn Arbor, MI 48104
weryrLYEmYxSjh1AIYB-sQ,3.0,-117.7247796,34.0944369,502 W First StClaremont, CA 91711
4V0n7B-jMFx1kvQJ4afmNQ,4.0,-122.2614327,37.8684413,Bancroft Way & Dana CtUC Campus AreaBerkeley, CA 94701
e8Qygq-7q6hnoZpmAGCuww,3.0,-122.313528,47.658675,4209 University Way NEOn The AveUniversity DistrictSeattle, WA 98105
AgXYZYxZN4L9TomS1JfEVQ,2.0,-117.226736816,32.8676031745,3707 Nobel DrUniversity CitySan Diego, CA 92122
CaAFCP3njTjs2AO20p4Ldg,2.5,-83.748372,42.279785,219 S Main StDowntown Ann ArborAnn Arbor, MI 48104
N3cxjE5WLz9J-gjxGmC5EA,4.0,-84.387498,33.780737,950 W Peachtree StSte 275AMidtownAtlanta, GA 30309
Xrhhmvu6JX148OkK9a8xug,4.0,-74.621839,40.318415,31 Station DrPrinceton Junction, NJ 08550
PcngXr5t49QK8Lj1Xi3aIw,4.0,-73.761487,42.743088,749 New Loudon RdLatham, NY 12110
LF6tcrjx-aDTeMeoCCoLqA,3.0,-75.2027046,39.9571023,4016 Market StUniversity CityPhiladelphia, PA 19104
g6NXfYp1ZeJjUQrqne8-Ig,3.0,-74.6566971,40.3507085,164 Nassau StPrinceton, NJ 08542
Qxle1jEskVde-Sn5Ntezmw,4.5,-122.313471,47.660921,4339 University Way NEUniversity DistrictSeattle, WA 98105
yrXBjlv9-lszAsLu5jmUrg,3.0,-86.889159,40.4193969,648 Main StLafayette, IN 47901
RDzV57rWFU0eXPeqTCl7UA,4.0,-71.1196382,42.3733942,0 Brattle StHarvard SquareCambridge, MA 02138
iAIREA5sbRP831ok-s9oxQ,2.5,-79.0280732,35.9265084,University Mall201 S Estes DrChapel Hill, NC 27514
fjGpK3l90w_NX3dICkKj4Q,3.0,-74.6557081,40.3509622,182 Nassau StPrinceton, NJ 08542
gtOhkU1qnTeIIGVL53btfA,4.5,-120.6619105,35.2814779,956 Monterey St.San Luis Obispo, CA 93401
ILLYK1PwY2F5c__Dhycopw,4.5,-71.414308,41.8259791,One Union StationDowntownProvidence, RI 02903
lB76mdTLWgn_almMDps4Eg,5.0,-73.955859,40.8032309,2116 Frederick Douglass BlvdHarlemManhattan, NY 10026
7NlcGz2E_pOs8y8N8rDR6Q,4.0,-75.1902895,39.9514904,233 S 33rd StUniversity CityPhiladelphia, PA 19104
s0G2XYSBoTIsRiVd0NnG6A,2.5,-79.060221,35.911747,308 W Franklin StChapel Hill, NC 27516
eAtgP6XcUjRVK8dh8foZdQ,2.5,-122.3132311,47.6572027,4124 University Way NEUniversity DistrictSeattle, WA 98105
_r0Smq2oJAU4PYdsczk7XA,5.0,-73.6917851,42.7284117,Troy, NY 12180
qeoJCWkrXbrVZvVHpqargw,4.0,-122.3131294,47.6615645,4507 University Way NEUniversity DistrictSeattle, WA 98105
5_HDb91B-4b-bA_5U066vQ,4.0,-73.6801666,42.7846733,Delaware AveWaterford, NY 12188
aqmS1P71bWX2j8MFNAweBA,2.5,-122.174049,37.439161,550 Stanford Shopping CtrPalo Alto, CA 94304
Hnz1_h_D1eHSRtQqHSCZkw,3.0,-75.2018442,39.9557155,3939 Chestnut StUniversity CityPhiladelphia, PA 19104
Ztpv2dSPqCwR9tyjXBlovg,1.0,-73.956397,40.803818,304 W 115th StHarlemManhattan, NY 10026
RN2Aw4JLtLL7_5sIW-pGUw,4.5,-73.7308822,42.7382599,200 Troy Schenectady RdLatham, NY 12110
bnBMEhZ_a1EC8gHo6t4lYA,4.0,-74.5896527,40.3327209,607 Plainsboro RdSte DPlainsboro, NJ 08536
s4AZLEHmEZqdl_8Qr7T6_A,3.5,-120.6599124,35.2905092,580 California BlvdSan Luis Obispo, CA 93405
vpz5MWsG49JAGOuEneuuKQ,3.0,-118.1195346,34.145979,1491 E Colorado BlvdPasadenaPasadena, CA 91106
gNLgH9yqB2iSjacFpa69jA,2.5,-73.667102,42.785916,4 Northern DrTroy, NY 12182
UR4o1izRUVX5WanCXW8S7A,3.5,-122.298027,47.66254,2695 NE Village LnUniversity DistrictSeattle, WA 98105
2YUKJyCFnXDijmCpqhP9pQ,5.0,-80.5226592,43.4656777,21 King St NWaterloo, ON N2J
UNKJn6dS31vAx-9GomZHEw,3.0,-117.2317657,32.8646622,8657 La Jolla DrLa JollaLa Jolla, CA 92039
80fvd_DsoW5XhwQIMBGvtg,4.5,-73.962842,40.804211,1047 Amsterdam AveMorningside HeightsNew York, NY 10025
_peFbE5jqTwlRJ-jgoMe7g,3.0,-75.1931188,39.9535501,3426 Sansom StUniversity CityPhiladelphia, PA 19104
AA-FZmy6JmzaAoavIUTaUQ,4.5,-79.958095,40.4408964,3609 Forbes AveOaklandPittsburgh, PA 15213
5lXhJe7gob74m93eyjyp3A,3.5,-88.227253,40.109243,1401 W Green StUrbana, IL 61801
7x0i0seshwLXBVAam16wuw,3.0,-122.2579783,37.8680781,2521 Durant AveSte BTelegraph AveBerkeley, CA 94704
jIn1YeBAxu--sf6JgV0Htw,3.5,-76.4976835,42.439576,137 E State StSte 139Ithaca, NY 14850
gkqcLBqkkB9IfqwTPga5xA,5.0,-76.9403431,38.9556763,5504 Baltimore AveHyattsville, MD 20781
rPT6ak3-KvOJTxnIzYNH0w,3.5,-71.401008,41.829596,284 Thayer StCollege HillProvidence, RI 02906
Nm_Bfi91tWYttqzM6JVftQ,4.5,-118.1323869,34.1388359,415 S Lake AvePasadenaPasadena, CA 91101
pSNEDaUGljLSHBZz5JNpuA,5.0,-117.233116,32.8702882,8935 Towne Centre DrSuite 105San Diego, CA 92122
KTk2MscogGvlPCjsFInGjQ,3.5,-71.114352,42.372066,400 Harvard StHarvard SquareCambridge, MA 02138
zMzv_B2t5TOlPTGSFz8gIQ,2.5,-118.4463912,34.0616247,1045 BroxtonWestwoodLos Angeles, CA 90024
386j3L_MaVCrjkzYu9JbmQ,4.0,-122.1585402,37.4382353,855 El Camino RealSte 13APalo Alto, CA 94301
nsveQOtSA7qVo5pY9Ehb-A,1.5,-76.9105292,38.9939991,6201 Greenbelt Rd Ste U8ABerwyn Heights, MD 20740
DC_zGdDwXAT4jXRgv4nL8A,4.0,-73.632516,42.6860069,104 W Sand Lake RdWynantskill, NY 12198
C2E1E0o-ssSrf_dokwxTXg,3.5,-73.9587263,40.8098702,1239 Amsterdam AveMorningside HeightsNew York, NY 10027
mNiUGJUemzDpffm1KfAhWA,3.0,-84.385486,33.774062,710 Peachtree St NEMidtownAtlanta, GA 30308
-5Rah4ZvWsDu4oilUZxhtw,4.0,-75.1851366,39.9519872,3025 Walnut StUniversity CityPhiladelphia, PA 19104
NLldhBifAmYQlruzdIV9ZQ,4.5,-122.3130502,47.6608513,4334 University Way NEUniversity DistrictSeattle, WA 98105
29mrQDCc_AqikR4C6e84Mg,3.0,-122.2583453,37.8649907,2505 Telegraph AveTelegraph AveBerkeley, CA 94704
CWk6yFOoKJH5URub5XsHDg,3.5,-73.96742,40.800818,248 W 106th StManhattan ValleyNew York, NY 10025
R7iNhaoCdT3N7qppUCQ6Og,5.0,-122.162521,37.442904,115 Hamilton AvePalo Alto, CA 94309
7wHzc0DUlM6P498oc_UBYA,3.0,-122.2580885,37.868144,2519 Durant AveSte CTelegraph AveBerkeley, CA 94704
NpNSOfnPxJKa8_qh83NArw,1.0,-88.2442559,40.1002494,1401 S Neil StChampaign, IL 61820
UbZQCo1xdJEnXiJzEJLiqQ,2.5,-118.4436308,34.0630998,10861 Weyburn AveWestwoodLos Angeles, CA 90024
tCHzMY3WnCxw2lHvnMcXFA,4.0,-80.522223,43.465098,40 King Street SouthWaterloo, ON N2J 1N9
mG1BCARvE0FA6-IszNpZ1Q,2.0,-73.67093,42.7879612,898 2nd AveTroy, NY 12182
0j2qFr_kHZopr3tGRf0ZvA,3.5,-122.259209,37.868713,Bancroft Way and Telegraph AveTelegraph AveBerkeley, CA 94720
ooNlNmDvLdmPuR_b_b2Rww,4.0,-71.3921962,41.8221766,146 Ives StProvidence, RI 02906
gk9jsfaU3RoomWmfoW1tlw,3.0,-117.23961,32.875294,9500 Gilman DrMC 0039La Jolla, CA 92093
gCa-GP9620vqwmP4E25xUw,2.0,-88.229611,40.110082,619 E Green StChampaign, IL 61820
rv2_jpzHnIYzq8_tHVrL1g,3.5,-84.3895494,33.77684,68 5th St NWMidtownAtlanta, GA 30344
s6nOfGZJpkZ3JplCO9lGiA,4.5,-75.1923623,39.9545899,3421 Chestnut StUniversity CityPhiladelphia, PA 19104
KW5Cp3UOPy0KIK22lWRTxg,3.0,-72.5178217,42.3803754,5 Pray StAmherst, MA 01002
_oHAQK401Vs7ynH4S2P16Q,3.5,-72.5045857,42.3729739,390 College StHampshire, MA 01002
ZiDnZGOCsr9xBGEL9ihzjg,3.5,-72.519143,42.37722,103 N Pleasant StAmherst, MA 01002
zrN108VsXtdau1vBGmGarA,3.5,-122.1723396,37.4437475,367 Stanford Shoppng CtrPalo Alto, CA 94304
Q0YQrdElScwBBc7G4V7woQ,4.0,-118.2728734,34.0331744,1945 S. FigueroaSouth Los AngelesLos Angeles, CA 90007
VYsFC-bwU24kw_9pxOYllg,5.0,-120.6631844,35.2795692,779 Higuera StSan Luis Obispo, CA 93401
Gtip99YU-FXQrMdPt1OeMg,1.5,-71.1198084,42.3731681,7 JFK StHarvard SquareCambridge, MA 02138
ZpYGInaSJ3HL7IGn4GWbwA,4.0,-97.7389543,30.2961708,University of TexasAustin, TX 78705
iD6oJ4qcM3RDF4PzKkk7fA,2.0,-122.173119,37.441397,393 Stanford Shopping CtrPalo Alto, CA 94304
AaLBZaMtW9EmhIY3dHRrNA,1.5,-83.7319511,42.275149,1335 S University AveAnn Arbor, MI 48104
E400K9Av32vfHp580rY1pg,2.0,-118.30051,34.011235,1401 W Martin Luther King JSouth Los AngelesLos Angeles, CA 90062
-4WMsrBt63Db2iQI_DjKpg,4.5,-74.577094,40.328919,9 Schalks Crossing RdSte 712Plainsboro, NJ 08536
Rq4uo4COsP8W-oo1KgTavQ,3.5,-118.131827,34.142218,214 S Lake AvePasadenaPasadena, CA 91101
Q6cGNUWxcoutDQsJyzTOng,1.0,-117.216784,32.872455,4180 La Jolla Village DrSte 210San Diego, CA 92037
unqWRxFgGs4_slGVRC8_Cg,4.5,-118.4471583,34.0607879,1065 Gayley AveWestwoodLos Angeles, CA 90024
eva56motCJcevOwKzyQO1g,5.0,-79.95492,40.44432,1 Schenley ParkOaklandPittsburgh, PA 15213
8Ao-lYJP4kiW2qySjiZcDw,4.5,-73.6870116,42.7366686,444 River StTroy, NY 12180
8ur--e2ts1vNTnKiQdSjfQ,2.5,-83.7399823,42.2787103,715 N University AveDowntown Ann ArborAnn Arbor, MI 48104
0lYPKPoUC1YMz5gNJpsBRA,2.5,-79.0576070802,35.9108076628,125 W Franklin StChapel Hill, NC 27514
p-3rldIHAXrEb3RkImcPaA,3.5,-118.4467783,34.0625858,10944 Weyburn AveWestwoodLos Angeles, CA 90024
EVg7TObKqQ4YSkROUJxZ_Q,1.5,-122.3131089,47.6622633,4535 University Way NEUniversity DistrictSeattle, WA 98105
Jj1mkmnjXOFtzl-rVjGRbg,3.5,-120.662547,35.279031,1141 Chorro StSan Luis Obispo, CA 93401
lUDlqfzgY1LGLO8AUhWnXA,3.5,-118.132687,34.13755,475 S Lake AvePasadenaPasadena, CA 91101
nDXR7nnWXDlkTvlx3Qbqgw,4.0,-75.185114,39.9522059,3025 Walnut StUniversity CityPhiladelphia, PA 19104
CyBo_6qf6A_ARgJ_vU5Ecw,2.5,-76.5157056,42.4231953,356 Elmira RdIthaca, NY 14850
NyuB4MGNx6izrBd6u1zNYA,4.0,-86.8585218,40.4238647,700 Sagamore Pkwy NLafayette, IN 47904
V-M1KDOB7LzjhxS3T6fmWg,2.5,-117.690052,34.094867,8750 Central AveMontclair, CA 91763
5g1qWGrVhUWZWdvNyOWZHA,2.5,-74.652779,40.35145,225 Nassau StPrinceton, NJ 08542
pDx4Tqx31Fmac4NUGvr2_g,4.0,-76.9379713,38.9801058,College Park Shopping Ctr7326 Baltimore AveCollege Park, MD 20740
043WqIgVYVRdUItQ4wuKPw,3.5,-72.5368564,42.36489,456 Russell StHadley, MA 01035
Z0r_uDaNhd5JIYOGREClTg,4.5,-84.3895494,33.7768395,68 5th St NWMidtownAtlanta, GA 30308
gAigOmda9NyXbJsD2Vsg-Q,4.5,-118.129777,34.144773,989 E Green StPasadenaPasadena, CA 91106
S4GEsM7PLEZO4EBFwnERCQ,3.0,-73.6894561,42.7287799,99 Congress StTroy, NY 12180
RqLn2hNnCcq6U7sQIUcHOw,3.0,-73.9668555558,40.803976214,110th St and BroadwayManhattan ValleyManhattan, NY 10025
Wgt198r2oU-aqSe3mWNC8A,1.5,-118.276534,34.02108,3333 S Grand AveSouth Los AngelesLos Angeles, CA 90007
39C414-SwTpyes-9lbqkLg,4.5,-72.584056,42.342257,173 Russell StHadley, MA 01035
X381_JV6xOq3VSsep13GvA,3.0,-80.434,37.2366,922 University City BlvdBlacksburg, VA 24060
